,pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
508,32,6.45,9,17,4,1380128400,41.87101588,-87.631406525,41.879255084,-87.642648998,1.2,,17031281900.0,Cash,,420.0,28.0,0.0
509,6,16.65,9,20,7,1379191500,41.936237179,-87.656411531,41.879255084,-87.642648998,0.0,,17031281900.0,Credit Card,Blue Ribbon Taxi Association Inc.,1020.0,28.0,4.0
510,6,14.85,5,14,1,1430664300,41.943155086,-87.640698076,41.879255084,-87.642648998,0.3,,17031281900.0,Credit Card,Blue Ribbon Taxi Association Inc.,1080.0,28.0,3.7
511,32,6.45,11,20,3,1415133000,41.87101588,-87.631406525,41.879255084,-87.642648998,1.3,,17031281900.0,Credit Card,,420.0,28.0,0.0
512,3,19.65,4,2,7,1429323300,41.972709547,-87.65734110700001,41.879255084,-87.642648998,0.0,,17031281900.0,Credit Card,Blue Ribbon Taxi Association Inc.,1140.0,28.0,4.1
513,32,5.65,1,10,3,1390905000,41.87101588,-87.631406525,41.879255084,-87.642648998,0.0,,17031281900.0,Cash,Taxi Affiliation Services,240.0,28.0,0.0
514,58,3.25,1,11,6,1390563900,41.817366208,-87.69886079700001,41.817366208,-87.69886079700001,0.0,,,Cash,Choice Taxi Association,0.0,58.0,0.0
515,7,5.45,10,3,1,1445742000,41.929077655,-87.646293476,41.929046936999995,-87.65131087700001,1.0,,17031070300.0,Cash,Dispatch Taxi Affiliation,300.0,7.0,0.0
516,7,4.45,5,0,1,1367712000,41.921778188000005,-87.651061884,41.929046936999995,-87.65131087700001,0.0,,17031070300.0,Credit Card,Northwest Management LLC,180.0,7.0,2.0
517,6,7.25,9,20,6,1380313800,41.949829346,-87.64396537,41.929046936999995,-87.65131087700001,0.1,,17031070300.0,Cash,Blue Ribbon Taxi Association Inc.,540.0,7.0,0.0
518,7,6.05,7,23,6,1436569200,41.921877461,-87.66407824,41.929046936999995,-87.65131087700001,0.0,,17031070300.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,7.0,0.0
519,7,5.25,9,21,5,1409867100,41.92926299,-87.63589095399999,41.929046936999995,-87.65131087700001,0.9,,17031070300.0,Credit Card,,240.0,7.0,3.0
520,6,7.85,2,20,7,1361651400,41.950673358,-87.666536281,41.929046936999995,-87.65131087700001,0.0,,17031070300.0,Credit Card,Taxi Affiliation Services,600.0,7.0,2.0
521,6,6.45,1,23,5,1390518900,41.942691844,-87.65177050700001,41.929046936999995,-87.65131087700001,1.4,,17031070300.0,Cash,Taxi Affiliation Services,360.0,7.0,0.0
522,6,6.05,3,19,4,1425497400,41.9416281,-87.661443368,41.928763006,-87.665676837,1.2,,17031070600.0,Cash,,360.0,7.0,0.0
523,24,6.65,7,23,6,1374881400,41.899737388,-87.664953917,41.928763006,-87.665676837,0.0,,17031070600.0,Credit Card,Blue Ribbon Taxi Association Inc.,360.0,7.0,1.0
524,8,8.25,8,21,3,1439327700,41.904935302,-87.64990722600001,41.908378669,-87.670945075,2.0,,17031241500.0,Cash,,600.0,24.0,0.0
525,6,10.05,8,23,7,1376177400,41.938391258,-87.63857492,41.902788048000005,-87.62614559,0.2,,17031081202.0,Credit Card,Taxi Affiliation Services,480.0,8.0,2.0
526,24,9.45,11,20,3,1415131200,41.906650766,-87.66533766,41.902788048000005,-87.62614559,0.1,,17031081202.0,Cash,Blue Ribbon Taxi Association Inc.,960.0,8.0,0.0
527,8,7.65,3,18,5,1427392800,41.904935302,-87.64990722600001,41.902788048000005,-87.62614559,1.4,,17031081202.0,Cash,,720.0,8.0,0.0
528,6,11.05,7,0,6,1435882500,41.936310131,-87.651562592,41.902788048000005,-87.62614559,3.9,,17031081202.0,Cash,,600.0,8.0,0.0
529,6,15.45,7,19,7,1406402100,41.950673358,-87.666536281,41.902788048000005,-87.62614559,0.0,,17031081202.0,Cash,Taxi Affiliation Services,1500.0,8.0,0.0
530,7,12.05,7,21,7,1436045400,41.921877461,-87.66407824,41.902788048000005,-87.62614559,3.5,,17031081202.0,Cash,,1200.0,8.0,0.0
531,60,3.25,7,19,6,1435950000,41.836150155,-87.648787952,41.836150155,-87.648787952,0.0,,,Credit Card,Choice Taxi Association,0.0,60.0,3.0
532,33,10.25,8,17,7,1438448400,41.857183858,-87.620334624,41.836150155,-87.648787952,3.4,,,Credit Card,,720.0,60.0,2.0
533,6,9.25,10,19,5,1412278200,41.942691844,-87.65177050700001,41.972709547,-87.65734110700001,2.5,,17031031200.0,Credit Card,Taxi Affiliation Services,840.0,3.0,1.0
534,6,7.85,1,19,6,1390592700,41.942577185,-87.647078509,41.972709547,-87.65734110700001,1.9,,17031031200.0,Cash,Taxi Affiliation Services,600.0,3.0,0.0
535,6,10.65,5,20,4,1369254600,41.934762456,-87.639853859,41.972709547,-87.65734110700001,0.1,,17031031200.0,Cash,Taxi Affiliation Services,780.0,3.0,0.0
536,16,8.45,8,21,7,1407015900,41.953582125,-87.72345239,41.947791586,-87.683834942,2.8,,,Cash,Taxi Affiliation Services,480.0,5.0,0.0
537,22,8.85,2,23,7,1391900400,41.916005274,-87.67509511600001,41.914585709,-87.645966207,0.0,,17031071800.0,Cash,Taxi Affiliation Services,660.0,7.0,0.0
538,6,6.45,9,17,1,1410715800,41.934659157,-87.646729729,41.914585709,-87.645966207,1.4,,17031071800.0,Credit Card,,360.0,7.0,0.0
539,2,3.25,3,13,2,1427722200,42.001315924000004,-87.693637494,42.001315924000004,-87.693637494,0.0,,17031020602.0,Cash,,0.0,2.0,0.0
540,32,7.05,7,0,1,1405814400,41.87101588,-87.631406525,41.892072635,-87.62887415700001,0.0,,17031081600.0,Cash,Taxi Affiliation Services,540.0,8.0,0.0
541,6,12.05,9,0,7,1379116800,41.949829346,-87.64396537,41.892072635,-87.62887415700001,4.8,,17031081600.0,Credit Card,,600.0,8.0,2.0
542,7,10.25,3,22,7,1362867300,41.921778188000005,-87.651061884,41.892072635,-87.62887415700001,0.1,,17031081600.0,Cash,Taxi Affiliation Services,900.0,8.0,0.0
543,6,12.65,11,18,7,1415471400,41.936159071,-87.661265218,41.892072635,-87.62887415700001,3.62,,17031081600.0,Cash,,1140.0,8.0,0.0
544,7,10.25,3,19,3,1363722300,41.92926299,-87.63589095399999,41.892072635,-87.62887415700001,2.3,,17031081600.0,Cash,Dispatch Taxi Affiliation,540.0,8.0,0.0
545,7,9.25,7,21,2,1375133400,41.922082541,-87.63415609299999,41.892072635,-87.62887415700001,0.0,,17031081600.0,Cash,Choice Taxi Association,720.0,8.0,0.0
546,21,3.25,11,14,4,1447251300,41.942859303,-87.71750385799999,41.942859303,-87.71750385799999,0.0,,17031831100.0,Cash,Taxi Affiliation Services,0.0,21.0,0.0
547,21,3.25,9,15,2,1380554100,41.942859303,-87.71750385799999,41.942859303,-87.71750385799999,0.0,,17031831100.0,Cash,Taxi Affiliation Services,60.0,21.0,0.0
548,21,3.25,12,12,4,1419423300,41.942859303,-87.71750385799999,41.942859303,-87.71750385799999,0.0,,17031831100.0,Cash,Taxi Affiliation Services,0.0,21.0,0.0
549,21,5.45,1,11,4,1390389300,41.942859303,-87.71750385799999,41.942859303,-87.71750385799999,0.0,,17031831100.0,Cash,Taxi Affiliation Services,420.0,21.0,0.0
550,3,3.25,1,20,4,1391027400,41.958055933000004,-87.660389456,41.958055933000004,-87.660389456,0.0,,17031830700.0,Cash,,0.0,3.0,0.0
551,14,9.05,5,2,7,1369449900,41.968069,-87.72155906299999,41.954027649000004,-87.76339903200001,3.0,,,Cash,,420.0,15.0,0.0
552,69,8.25,7,13,6,1373030100,41.763246799,-87.61613411100001,41.763246799,-87.61613411100001,2.0,,,Cash,,660.0,69.0,0.0
553,39,19.85,9,0,7,1379116800,41.808916283,-87.596183344,41.874005383000004,-87.66351755,0.0,,,Cash,Taxi Affiliation Services,840.0,28.0,0.0
554,33,11.65,5,15,5,1399563000,41.857183858,-87.620334624,41.874005383000004,-87.66351755,0.0,,,Credit Card,Taxi Affiliation Services,900.0,28.0,1.0
555,34,7.85,10,17,1,1413739800,41.842076117,-87.63397342200001,41.874005383000004,-87.66351755,0.1,,,Cash,Taxi Affiliation Services,600.0,28.0,0.0
556,33,5.05,3,13,1,1427031000,41.857183858,-87.620334624,41.874005383000004,-87.66351755,0.4,,,Cash,3094 - 24059 G.L.B. Cab Co,300.0,28.0,0.0
557,4,10.45,11,16,3,1415116800,41.975170943,-87.687515515,41.874005383000004,-87.66351755,2.6,,,Cash,,960.0,28.0,0.0
558,71,27.9,1,5,6,1391144400,41.744205146,-87.656305986,41.874005383000004,-87.66351755,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,960.0,28.0,0.0
559,71,27.9,2,4,2,1424665800,41.744205146,-87.656305986,41.874005383000004,-87.66351755,0.0,,,Unknown,Blue Ribbon Taxi Association Inc.,1140.0,28.0,0.0
560,35,13.25,3,9,1,1394355600,41.835117986,-87.61867776700001,41.874005383000004,-87.66351755,0.3,,,Cash,Taxi Affiliation Services,540.0,28.0,0.0
561,19,19.85,9,19,7,1380396600,41.927260956,-87.765501609,41.874005383000004,-87.66351755,7.3,,,Cash,Dispatch Taxi Affiliation,1680.0,28.0,0.0
562,43,3.45,2,8,5,1360830600,41.761577908,-87.57278198700001,41.761577908,-87.57278198700001,0.0,,,Cash,Taxi Affiliation Services,60.0,43.0,0.0
563,3,5.05,7,0,1,1373155200,41.962178629,-87.645378762,41.965445784,-87.66319585,0.0,,17031031700.0,Cash,Taxi Affiliation Services,240.0,3.0,0.0
564,6,7.85,1,0,1,1420935300,41.936159071,-87.661265218,41.965445784,-87.66319585,2.3,,17031031700.0,Credit Card,,540.0,3.0,1.5
565,4,15.25,11,23,6,1383952500,41.963184966,-87.683854556,41.89967018,-87.66983779799999,0.55,,17031242100.0,Cash,,1200.0,24.0,0.0
566,24,4.65,11,3,1,1384055100,41.906025969,-87.67531162200001,41.89967018,-87.66983779799999,0.6,,17031242100.0,Credit Card,Dispatch Taxi Affiliation,180.0,24.0,4.0
567,24,6.05,8,21,6,1377292500,41.912364354,-87.675062757,41.89967018,-87.66983779799999,1.3,,17031242100.0,Cash,,300.0,24.0,0.0
568,6,8.85,3,23,6,1362179700,41.935988906,-87.670966384,41.89967018,-87.66983779799999,2.5,,17031242100.0,Cash,,660.0,24.0,0.0
569,6,14.05,1,2,7,1390010400,41.936310131,-87.651562592,41.89967018,-87.66983779799999,0.0,,17031242100.0,Cash,Blue Ribbon Taxi Association Inc.,1200.0,24.0,0.0
570,7,11.05,7,20,7,1437251400,41.93057857,-87.64220631299999,41.89967018,-87.66983779799999,3.4,,17031242100.0,Credit Card,,900.0,24.0,1.08
571,6,11.05,10,3,1,1382240700,41.942691844,-87.65177050700001,41.89967018,-87.66983779799999,0.2,,17031242100.0,Cash,Taxi Affiliation Services,720.0,24.0,0.0
572,6,10.85,12,19,7,1418499000,41.938232293,-87.646782081,41.912364354,-87.675062757,3.2,,17031240300.0,Cash,,960.0,24.0,0.0
573,6,11.45,12,2,1,1387677600,41.94258518,-87.65664409200001,41.94258518,-87.65664409200001,3.7,,17031062200.0,Credit Card,,960.0,6.0,8.0
574,77,7.05,6,1,1,1404006300,41.979912445,-87.66418824200001,41.983330806,-87.681993542,1.9,,17031040100.0,Cash,Northwest Management LLC,360.0,4.0,0.0
575,8,8.05,12,8,6,1417766400,41.905857769,-87.63086502700001,41.885300021999996,-87.642808466,1.9,,17031280100.0,Credit Card,,660.0,28.0,2.0
576,32,9.44,12,23,5,1388099700,41.87101588,-87.631406525,41.885300021999996,-87.642808466,1.2,,17031280100.0,Cash,,420.0,28.0,0.0
577,8,5.45,6,16,7,1371916800,41.904935302,-87.64990722600001,41.885300021999996,-87.642808466,0.0,,17031280100.0,Credit Card,Dispatch Taxi Affiliation,300.0,28.0,2.0
578,22,10.05,2,23,6,1392419700,41.916005274,-87.67509511600001,41.885300021999996,-87.642808466,3.3,,17031280100.0,Cash,Chicago Medallion Management,600.0,28.0,0.0
579,6,15.85,2,22,7,1423349100,41.945282331,-87.661545096,41.885300021999996,-87.642808466,5.9,,17031280100.0,Credit Card,,1260.0,28.0,4.21
580,6,15.65,9,7,5,1441266300,41.949829346,-87.64396537,41.885300021999996,-87.642808466,6.0,,17031280100.0,Credit Card,,1200.0,28.0,3.13
581,8,8.45,1,7,5,1420700400,41.909495669,-87.630963601,41.885300021999996,-87.642808466,2.3,,17031280100.0,Cash,Taxi Affiliation Services,540.0,28.0,0.0
582,6,14.05,10,10,6,1414751400,41.943155086,-87.640698076,41.885300021999996,-87.642808466,5.6,,17031280100.0,Cash,,660.0,28.0,0.0
583,28,7.85,9,1,3,1443488400,41.87866742,-87.671653621,41.885300021999996,-87.642808466,1.8,,17031280100.0,Cash,Choice Taxi Association,600.0,28.0,0.0
584,7,8.65,9,19,1,1441567800,41.916473316,-87.64118365700001,41.885300021999996,-87.642808466,2.6,,17031280100.0,Cash,Taxi Affiliation Services,660.0,28.0,0.0
585,7,12.05,7,7,6,1374219900,41.92926299,-87.63589095399999,41.885300021999996,-87.642808466,3.8,,17031280100.0,Cash,,1020.0,28.0,0.0
586,6,6.05,6,22,4,1435184100,41.942691844,-87.65177050700001,41.929077655,-87.646293476,1.1,,17031070200.0,Credit Card,,360.0,7.0,2.0
587,7,4.45,12,3,7,1387595700,41.921854911,-87.64621097700001,41.929077655,-87.646293476,0.6,,17031070200.0,Cash,KOAM Taxi Association,120.0,7.0,0.0
588,24,9.05,10,0,7,1380931200,41.906650766,-87.66533766,41.929077655,-87.646293476,0.0,,17031070200.0,Credit Card,Taxi Affiliation Services,660.0,7.0,1.5
589,7,4.45,8,0,6,1440721800,41.921778188000005,-87.651061884,41.929077655,-87.646293476,0.6,,17031070200.0,Credit Card,Choice Taxi Association,180.0,7.0,2.0
590,6,6.25,9,12,7,1379160900,41.936237179,-87.656411531,41.929077655,-87.646293476,0.0,,17031070200.0,Cash,Taxi Affiliation Services,420.0,7.0,0.0
591,29,2.25,1,0,5,1357173000,41.860190019,-87.71722009999999,41.860190019,-87.71722009999999,0.0,,,Cash,,0.0,29.0,0.0
592,29,3.25,9,8,5,1379577600,41.860190019,-87.71722009999999,41.860190019,-87.71722009999999,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,0.0,29.0,0.0
593,29,3.25,3,20,3,1364328000,41.860190019,-87.71722009999999,41.860190019,-87.71722009999999,0.0,,,Cash,Taxi Affiliation Services,0.0,29.0,0.0
594,23,5.85,7,3,5,1406775600,41.900069603,-87.720918238,41.878594358,-87.730232428,1.3,,,Cash,Dispatch Taxi Affiliation,300.0,26.0,0.0
595,35,0.0,7,23,4,1436399100,41.84201118,-87.62203646100001,41.84201118,-87.62203646100001,0.0,,17031839200.0,Cash,Chicago Elite Cab Corp. (Chicago Carriag,0.0,35.0,0.0
596,7,5.85,12,17,1,1450026000,41.92926299,-87.63589095399999,41.909495669,-87.630963601,1.2,,17031080201.0,Cash,Choice Taxi Association,300.0,8.0,0.0
597,7,6.05,11,1,7,1414804500,41.921778356,-87.641459759,41.909495669,-87.630963601,1.1,,17031080201.0,Cash,,360.0,8.0,0.0
598,7,12.05,1,7,5,1389858300,41.929077655,-87.646293476,41.909495669,-87.630963601,3.8,,17031080201.0,Credit Card,,1140.0,8.0,2.0
599,14,15.65,10,1,5,1381368600,41.968069,-87.72155906299999,41.922686284,-87.649488729,5.8,,,Credit Card,Dispatch Taxi Affiliation,1200.0,7.0,4.65
600,4,12.05,2,18,2,1360000800,41.975170943,-87.687515515,41.922686284,-87.649488729,3.7,,,Cash,Taxi Affiliation Services,1140.0,7.0,0.0
601,33,18.25,10,2,1,1413079200,41.857183858,-87.620334624,41.922686284,-87.649488729,7.2,,,Cash,KOAM Taxi Association,1260.0,7.0,0.0
602,7,7.65,2,23,5,1423782900,41.929046936999995,-87.65131087700001,41.952822916,-87.65324399200001,1.8,,17031832100.0,Cash,Taxi Affiliation Services,600.0,6.0,0.0
603,3,3.85,9,7,5,1379574900,41.958154876,-87.653021789,41.952822916,-87.65324399200001,0.0,,17031832100.0,Cash,Choice Taxi Association,60.0,6.0,0.0
604,3,4.45,5,19,1,1430682300,41.958154876,-87.653021789,41.952822916,-87.65324399200001,0.4,,17031832100.0,Cash,Dispatch Taxi Affiliation,180.0,6.0,0.0
605,11,4.85,11,6,2,1447049700,41.978829526,-87.77116670299999,41.978829526,-87.77116670299999,0.9,,,Cash,Taxi Affiliation Services,120.0,11.0,0.0
606,11,3.25,1,1,7,1357348500,41.978829526,-87.77116670299999,41.978829526,-87.77116670299999,0.0,,,Cash,Taxi Affiliation Services,0.0,11.0,0.0
607,6,9.25,11,10,6,1446805800,41.934762456,-87.639853859,41.89503345,-87.61971067200001,3.1,,17031081401.0,Credit Card,Taxi Affiliation Services,420.0,8.0,3.0
608,7,10.45,9,8,6,1410510600,41.921778356,-87.641459759,41.89503345,-87.61971067200001,3.2,,17031081401.0,Cash,Dispatch Taxi Affiliation,720.0,8.0,0.0
609,8,6.65,12,9,6,1386926100,41.905857769,-87.63086502700001,41.89503345,-87.61971067200001,1.3,,17031081401.0,Cash,,480.0,8.0,0.0
610,6,13.25,9,8,5,1441873800,41.952719111,-87.66050350200001,41.89503345,-87.61971067200001,0.3,,17031081401.0,Credit Card,Taxi Affiliation Services,960.0,8.0,2.65
611,8,7.0,3,11,4,1458127800,41.904935302,-87.64990722600001,41.89503345,-87.61971067200001,1.2,,17031081401.0,Credit Card,,480.0,8.0,2.0
612,6,11.05,9,2,7,1442024100,41.938232293,-87.646782081,41.89503345,-87.61971067200001,0.0,,17031081401.0,Cash,Taxi Affiliation Services,660.0,8.0,0.0
613,6,11.65,6,7,2,1401695100,41.934762456,-87.639853859,41.89503345,-87.61971067200001,3.6,,17031081401.0,Credit Card,Taxi Affiliation Services,840.0,8.0,2.3
614,7,10.05,9,8,3,1379405700,41.929077655,-87.646293476,41.89503345,-87.61971067200001,3.3,,17031081401.0,Cash,Choice Taxi Association,660.0,8.0,0.0
615,8,6.85,4,14,7,1396706400,41.905857769,-87.63086502700001,41.89503345,-87.61971067200001,1.7,,17031081401.0,Cash,Dispatch Taxi Affiliation,420.0,8.0,0.0
616,6,11.85,7,8,3,1404806400,41.953400044,-87.64600706600001,41.89503345,-87.61971067200001,0.0,,17031081401.0,Cash,Blue Ribbon Taxi Association Inc.,480.0,8.0,0.0
617,7,10.45,6,1,7,1435367700,41.929046936999995,-87.65131087700001,41.89503345,-87.61971067200001,0.2,,17031081401.0,Cash,Taxi Affiliation Services,540.0,8.0,0.0
618,8,8.25,9,1,1,1442108700,41.907412816,-87.640901525,41.89503345,-87.61971067200001,2.0,,17031081401.0,Cash,,600.0,8.0,0.0
619,14,6.85,7,3,1,1405220400,41.968069,-87.72155906299999,41.968069,-87.72155906299999,0.1,,,Cash,Taxi Affiliation Services,360.0,14.0,0.0
620,14,3.25,11,18,3,1384281900,41.968069,-87.72155906299999,41.968069,-87.72155906299999,0.0,,,Cash,Dispatch Taxi Affiliation,0.0,14.0,0.0
621,14,5.05,9,0,5,1378339200,41.968069,-87.72155906299999,41.968069,-87.72155906299999,0.8,,,Cash,Dispatch Taxi Affiliation,240.0,14.0,0.0
622,14,3.65,10,3,7,1414206900,41.968069,-87.72155906299999,41.968069,-87.72155906299999,0.0,,,Cash,,60.0,14.0,0.0
623,4,8.05,1,19,2,1422298800,41.975170943,-87.687515515,41.968069,-87.72155906299999,3.4,,,No Charge,Choice Taxi Association,780.0,14.0,0.0
624,11,8.05,1,18,6,1420828200,41.978829526,-87.77116670299999,41.968069,-87.72155906299999,2.0,,,Cash,,660.0,14.0,0.0
625,4,8.44,4,5,1,1367125200,41.975170943,-87.687515515,41.968069,-87.72155906299999,2.7,,,Cash,,600.0,14.0,0.0
626,14,12.85,10,7,2,1382339700,41.968069,-87.72155906299999,41.968069,-87.72155906299999,0.0,,,Credit Card,Taxi Affiliation Services,1080.0,14.0,4.45
627,14,5.85,12,23,2,1417474800,41.968069,-87.72155906299999,41.968069,-87.72155906299999,1.3,,,Cash,,300.0,14.0,0.0
628,24,5.65,6,2,1,1435456800,41.906025969,-87.67531162200001,41.899422254,-87.68449012200001,0.0,,17031242400.0,Cash,Blue Ribbon Taxi Association Inc.,300.0,24.0,0.0
629,6,15.85,5,12,5,1400157000,41.942577185,-87.647078509,41.870607371999995,-87.622172937,0.4,,17031320600.0,Credit Card,Taxi Affiliation Services,780.0,32.0,3.95
630,6,18.05,4,21,3,1396991700,41.949139771,-87.65680390899999,41.870607371999995,-87.622172937,7.1,,17031320600.0,Credit Card,Taxi Affiliation Services,1260.0,32.0,4.5
631,7,12.45,12,5,1,1418534100,41.921778188000005,-87.651061884,41.870607371999995,-87.622172937,0.3,,17031320600.0,Cash,Taxi Affiliation Services,600.0,32.0,0.0
632,33,6.65,8,23,5,1408058100,41.849246754,-87.624135298,41.870607371999995,-87.622172937,1.6,,17031320600.0,Credit Card,,300.0,32.0,2.0
633,7,16.85,2,1,7,1425087000,41.929077655,-87.646293476,41.870607371999995,-87.622172937,6.0,,17031320600.0,Cash,Dispatch Taxi Affiliation,1380.0,32.0,0.0
634,24,10.45,12,1,1,1418520600,41.906025969,-87.67531162200001,41.870607371999995,-87.622172937,0.2,,17031320600.0,Credit Card,Taxi Affiliation Services,420.0,32.0,2.25
635,6,18.65,10,23,7,1446332400,41.936086535,-87.666110694,41.87101588,-87.631406525,5.5,,17031839000.0,Cash,Taxi Affiliation Services,2160.0,32.0,0.0
636,6,11.05,9,16,5,1409848200,41.953400044,-87.64600706600001,41.899155613000005,-87.626210532,0.2,,17031081201.0,Cash,Taxi Affiliation Services,540.0,8.0,0.0
637,24,7.85,6,1,1,1370134800,41.899737388,-87.664953917,41.899155613000005,-87.626210532,2.2,,17031081201.0,Credit Card,,360.0,8.0,2.0
638,7,7.25,8,6,7,1438411500,41.922082541,-87.63415609299999,41.899155613000005,-87.626210532,1.9,,17031081201.0,Credit Card,Northwest Management LLC,360.0,8.0,2.0
639,24,8.65,1,11,5,1420111800,41.906650766,-87.66533766,41.899155613000005,-87.626210532,0.0,,17031081201.0,Cash,Blue Ribbon Taxi Association Inc.,660.0,8.0,0.0
640,3,12.05,7,20,5,1405629000,41.962178629,-87.645378762,41.899155613000005,-87.626210532,0.1,,17031081201.0,Cash,Dispatch Taxi Affiliation,600.0,8.0,0.0
641,7,7.85,9,21,7,1410644700,41.922082541,-87.63415609299999,41.899155613000005,-87.626210532,2.45,,17031081201.0,Cash,,360.0,8.0,0.0
642,7,8.05,7,14,7,1404571500,41.914747305,-87.654007029,41.899155613000005,-87.626210532,2.2,,17031081201.0,Cash,,540.0,8.0,0.0
643,24,10.25,10,9,7,1413623700,41.906650766,-87.66533766,41.899155613000005,-87.626210532,2.3,,17031081201.0,Cash,,1020.0,8.0,0.0
644,7,7.65,4,11,7,1398510000,41.914747305,-87.654007029,41.899155613000005,-87.626210532,1.9,,17031081201.0,Cash,Choice Taxi Association,600.0,8.0,0.0
645,7,9.45,10,22,6,1446244200,41.929046936999995,-87.65131087700001,41.899155613000005,-87.626210532,0.0,,17031081201.0,Cash,Taxi Affiliation Services,660.0,8.0,0.0
646,6,4.05,5,20,3,1431463500,41.949220914,-87.651970395,41.942691844,-87.65177050700001,0.4,,17031062100.0,Credit Card,Dispatch Taxi Affiliation,120.0,6.0,0.75
647,6,6.45,10,20,6,1444422600,41.949829346,-87.64396537,41.942691844,-87.65177050700001,0.0,,17031062100.0,Cash,Taxi Affiliation Services,420.0,6.0,0.0
648,6,5.05,12,20,3,1388520900,41.949060526,-87.66164290399999,41.942691844,-87.65177050700001,0.6,,17031062100.0,Cash,KOAM Taxi Association,300.0,6.0,0.0
649,7,7.05,8,23,3,1439335800,41.914585709,-87.645966207,41.942691844,-87.65177050700001,1.8,,17031062100.0,Cash,Taxi Affiliation Services,420.0,6.0,0.0
650,6,7.65,11,23,5,1416524400,41.938232293,-87.646782081,41.942691844,-87.65177050700001,1.8,,17031062100.0,Credit Card,Dispatch Taxi Affiliation,600.0,6.0,0.0
651,6,5.65,3,16,7,1393690500,41.952719111,-87.66050350200001,41.942691844,-87.65177050700001,0.7,,17031062100.0,Cash,,360.0,6.0,0.0
652,24,13.05,9,22,6,1410561900,41.899737388,-87.664953917,41.942691844,-87.65177050700001,0.0,,17031062100.0,Cash,Taxi Affiliation Services,1200.0,6.0,0.0
653,6,3.25,3,22,1,1395009000,41.942691844,-87.65177050700001,41.942691844,-87.65177050700001,0.0,,17031062100.0,Cash,,0.0,6.0,0.0
654,5,6.45,3,21,7,1394917200,41.945010151,-87.680928225,41.935749459,-87.680980301,1.0,,17031051400.0,Cash,Taxi Affiliation Services,480.0,5.0,0.0
655,7,22.45,5,15,7,1431185400,41.92926299,-87.63589095399999,41.834480698,-87.632959635,8.6,,17031340500.0,Cash,Taxi Affiliation Services,1260.0,34.0,0.0
656,68,0.0,4,11,3,1398771000,41.777196255,-87.642497527,41.77887686,-87.594925439,2.0,,,Cash,Taxi Affiliation Services,1140.0,42.0,0.0
657,42,27.9,10,15,4,1412176500,41.77887686,-87.594925439,41.77887686,-87.594925439,0.0,,,Cash,Blue Ribbon Taxi Association Inc.,0.0,42.0,0.0
658,6,12.05,7,1,1,1406423700,41.949139771,-87.65680390899999,41.972580799999996,-87.69400106100001,0.2,,17031040201.0,Credit Card,Taxi Affiliation Services,960.0,4.0,0.0
659,24,5.25,2,0,7,1392422400,41.899589796,-87.674719134,41.892276708000004,-87.679397479,0.11,,17031243000.0,Credit Card,,180.0,24.0,2.0
660,6,4.45,12,2,1,1387072800,41.936159071,-87.661265218,41.945282331,-87.661545096,0.7,,17031061500.0,Credit Card,Choice Taxi Association,180.0,6.0,2.0
661,24,10.45,5,0,1,1400977800,41.908378669,-87.670945075,41.945282331,-87.661545096,3.3,,17031061500.0,Credit Card,Taxi Affiliation Services,780.0,6.0,2.45
662,3,37.65,6,11,5,1370518200,41.958154876,-87.653021789,41.785998518,-87.750934289,17.9,,17031980100.0,Credit Card,,2220.0,56.0,4.0
663,7,32.25,11,6,2,1384150500,41.922082541,-87.63415609299999,41.785998518,-87.750934289,15.4,,17031980100.0,Cash,,1440.0,56.0,0.0
664,7,35.05,8,17,4,1377104400,41.914747305,-87.654007029,41.785998518,-87.750934289,0.9,,17031980100.0,Credit Card,Taxi Affiliation Services,2820.0,56.0,5.0
665,33,22.45,6,14,6,1403272800,41.849246754,-87.624135298,41.785998518,-87.750934289,0.6,,17031980100.0,Cash,Taxi Affiliation Services,1680.0,56.0,0.0
666,33,23.05,6,15,2,1433173500,41.849246754,-87.624135298,41.785998518,-87.750934289,0.0,,17031980100.0,Credit Card,Blue Ribbon Taxi Association Inc.,1920.0,56.0,5.0
667,6,33.05,3,7,2,1396251000,41.945170453,-87.668794439,41.785998518,-87.750934289,0.9,,17031980100.0,Cash,Blue Ribbon Taxi Association Inc.,1860.0,56.0,0.0
668,3,37.65,9,13,6,1409924700,41.958154876,-87.653021789,41.785998518,-87.750934289,18.4,,17031980100.0,Credit Card,Choice Taxi Association,1980.0,56.0,9.9
669,28,25.85,8,14,6,1408112100,41.867902418,-87.642958665,41.785998518,-87.750934289,10.8,,17031980100.0,Cash,,2160.0,56.0,0.0
670,6,34.85,1,5,5,1389246300,41.938391258,-87.63857492,41.785998518,-87.750934289,0.0,,17031980100.0,Credit Card,Choice Taxi Association,1560.0,56.0,7.35
671,77,15.85,5,23,7,1400370300,41.979795551,-87.671445547,41.921084583,-87.704648384,0.3,,17031221200.0,Credit Card,Blue Ribbon Taxi Association Inc.,1260.0,22.0,4.0
